Año;mes;NCM;Porg;Pnet(kg);FOB(USD);Flete(USD);Seguro(USD);CIF(USD)
2024;03;90321010;414;37,830;3288,23;62,93;1,71;3352,87
2024;03;90321010;417;50,570;1736,20;100,14;19,93;1856,27
2024;03;90321010;424;0,190;15,70;17,82;0,36;33,88
2024;03;90321010;426;15,320;1590,56;4,63;1,60;1596,79
2024;03;90321010;429;14,872;7564,65;105,97;76,73;7747,35
2024;03;90321010;436;37,000;1440,46;11,40;2,90;1454,76
2024;03;90321010;438;1,100;568,22;11,32;5,53;585,07
2024;03;90321010;451;2713,330;82841,81;2801,39;63,33;85706,53
2024;03;90321090;113;3,960;87,34;1,22;0,89;89,45
2024;03;90321090;203;171,310;43296,46;461,42;388,01;44145,89
2024;03;90321090;212;612,650;51873,80;1672,05;452,25;53998,10
2024;03;90321090;218;129,430;19040,96;643,53;38,29;19722,78
2024;03;90321090;309;1730,385;47772,78;681,39;481,14;48935,31
2024;03;90321090;310;33374,830;518522,73;18295,87;4158,33;540976,93
2024;03;90321090;315;2,030;83,30;0,81;0,07;84,18
2024;03;90321090;319;0,310;76,77;7,78;0,85;85,40
2024;03;90321090;320;1087,170;27069,30;466,45;106,78;27642,53
2024;03;90321090;326;0,960;17,11;1,28;0,02;18,41
2024;03;90321090;335;0,230;37,12;0,83;0,38;38,33
2024;03;90321090;410;15,320;1698,82;49,86;10,73;1759,41
2024;03;90321090;412;1038,420;41696,83;536,65;337,18;42570,66
2024;03;90321090;417;1631,530;57896,60;903,26;459,43;59259,29
2024;03;90321090;419;2,390;52,73;0,74;0,53;54,00
2024;03;90321090;424;0,090;186,95;29,51;1,08;217,54
2024;03;90321090;426;9,490;3519,68;37,34;3,56;3560,58
2024;03;90321090;429;61,200;9223,78;101,59;29,74;9355,11
2024;03;90321090;436;18,520;403,67;3,73;0,88;408,28
2024;03;90321090;438;1242,711;45821,86;727,20;281,96;46831,02
2024;03;90321090;451;751,560;17404,89;347,32;174,68;17926,89
2024;03;90322000;203;80,940;11464,51;370,30;103,88;11938,69
2024;03;90322000;212;377,580;70491,11;2215,64;506,89;73213,64
2024;03;90322000;218;117,200;11062,38;326,61;33,42;11422,41
2024;03;90322000;310;4243,430;52814,72;4033,81;496,32;57344,85
2024;03;90322000;315;4,780;278,01;41,14;3,19;322,34
2024;03;90322000;320;1028,640;15534,47;474,33;154,40;16163,20
2024;03;90322000;333;0,512;156,70;10,28;1,67;168,65
2024;03;90322000;407;0,110;115,57;1,27;1,16;118,00
2024;03;90322000;410;27,180;4238,81;79,74;12,71;4331,26
2024;03;90322000;412;0,850;48,21;6,77;0,55;55,53
2024;03;90322000;414;1,340;94,01;2,38;0,07;96,46
2024;03;90322000;417;406,850;26993,61;574,05;112,20;27679,86
2024;03;90322000;423;2,570;861,96;37,75;9,00;908,71
2024;03;90322000;424;2,650;314,88;92,63;4,06;411,57
2024;03;90322000;426;1,000;913,42;523,45;5,63;1442,50
2024;03;90322000;427;208,746;6051,43;68,02;28,71;6148,16
2024;03;90322000;429;0,040;54,66;0,27;0,55;55,48
2024;03;90322000;430;581,150;67972,52;1460,32;112,42;69545,26
2024;03;90322000;438;164,020;63497,17;1623,19;344,32;65464,68
2024;03;90322000;451;321,780;11158,04;415,67;27,16;11600,87
2024;03;90322000;501;0,470;660,88;27,54;0,55;688,97
2024;03;90328100;203;37,765;7425,02;159,11;30,33;7614,46
2024;03;90328100;212;8,580;1061,21;21,68;11,07;1093,96
2024;03;90328100;225;1323,280;308016,00;2444,77;1552,31;312013,08
2024;03;90328100;309;4,540;17720,26;521,99;73,26;18315,51
2024;03;90328100;310;825,110;7577,49;561,34;14,43;8153,26
2024;03;90328100;320;1,580;881,51;34,79;2,49;918,79
2024;03;90328100;412;24,550;11877,69;88,50;73,85;12040,04
2024;03;90328100;417;1,840;1921,93;11,34;0,81;1934,08
2024;03;90328100;438;105,730;38999,88;1792,05;193,77;40985,70
2024;03;90328911;203;2764,234;157014,92;1531,89;999,74;159546,55
2024;03;90328911;212;105,750;22944,28;609,87;50,97;23605,12
2024;03;90328911;309;2,000;272,41;26,03;3,01;301,45
2024;03;90328911;310;7359,940;311651,83;4656,68;1593,97;317902,48
2024;03;90328911;313;71,410;2440,00;12,27;12,26;2464,53
2024;03;90328911;315;14,780;960,27;31,60;6,11;997,98
2024;03;90328911;320;1,340;716,94;1,68;3,60;722,22
2024;03;90328911;335;0,800;36,96;1,85;0,09;38,90
2024;03;90328911;412;5,000;750,00;9,00;7,63;766,63
2024;03;90328911;417;1477,420;33557,43;316,86;187,33;34061,62
2024;03;90328911;424;3,340;4836,14;63,34;48,45;4947,93
2024;03;90328911;425;0,680;46,99;2,17;0,26;49,42
2024;03;90328911;426;3,890;450,17;22,20;0,33;472,70
2024;03;90328911;438;538,410;115398,07;7661,10;427,22;123486,39
2024;03;90328919;203;30,890;448,30;34,91;1,14;484,35
2024;03;90328919;310;2248,760;35796,80;2390,49;89,87;38277,16
2024;03;90328919;320;10,050;727,46;27,00;1,63;756,09
2024;03;90328919;417;825,000;26596,76;2393,71;144,96;29135,43
2024;03;90328919;429;2,000;674,01;4,09;2,03;680,13
2024;03;90328919;438;1,900;1327,91;23,66;5,57;1357,14
2024;03;90328919;451;5,070;8894,69;107,01;90,02;9091,72
2024;03;90328921;203;25950,760;762516,71;16024,09;798,89;779339,69
2024;03;90328921;212;325,560;8457,65;213,41;8,67;8679,73
2024;03;90328921;218;15674,230;497193,02;10205,91;507,16;507906,09
2024;03;90328921;310;574,310;20904,69;378,88;115,28;21398,85
2024;03;90328921;320;2,100;88,93;4,58;0,09;93,60
2024;03;90328921;335;83,690;1122,75;99,65;1,22;1223,62
2024;03;90328921;412;4,180;132,51;1,89;0,27;134,67
2024;03;90328921;414;0,680;256,73;2,86;0,29;259,88
2024;03;90328921;417;809,640;9939,75;33,82;27,83;10001,40
2024;03;90328921;424;681,090;9395,74;35,38;26,31;9457,43
2024;03;90328921;427;3,670;128,89;0,72;0,19;129,80
2024;03;90328921;438;34,270;2106,51;71,93;2,66;2181,10
2024;03;90328922;310;2,100;191,80;8,98;0,26;201,04
2024;03;90328922;424;288,640;2799,77;14,46;7,84;2822,07
2024;03;90328922;429;2,260;2770,77;44,67;8,45;2823,89
2024;03;90328923;159;130,630;21122,56;1987,50;23,11;23133,17
2024;03;90328923;203;50,510;8503,37;119,52;72,56;8695,45
2024;03;90328923;212;3457,310;99303,78;1330,62;183,54;100817,94
2024;03;90328923;218;4141,490;165759,78;6067,14;171,21;171998,13
2024;03;90328923;310;2,800;982,87;5,39;0,53;988,79
2024;03;90328923;320;19050,450;598124,16;6036,62;1348,49;605509,27
2024;03;90328923;406;793,080;9190,27;92,36;4,64;9287,27
2024;03;90328923;412;0,270;76,59;2,68;0,41;79,68
2024;03;90328923;414;4,980;215,05;149,96;0,01;365,02
2024;03;90328923;417;0,460;119,40;49,57;1,19;170,16
2024;03;90328923;424;154,040;6936,20;69,00;10,51;7015,71
2024;03;90328923;425;0,400;67,45;1,97;0,06;69,48
2024;03;90328923;427;1,560;253,84;30,22;0,14;284,20
2024;03;90328923;429;4,880;8750,06;91,26;26,52;8867,84
2024;03;90328923;438;50,330;3070,67;311,73;6,45;3388,85
2024;03;90328923;448;28,140;478,79;5,32;1,36;485,47
2024;03;90328923;451;2368,210;31036,26;1145,22;67,58;32249,06
2024;03;90328924;212;44,720;11724,26;208,51;13,97;11946,74
2024;03;90328924;218;0,450;18,00;0,68;0,00;18,68
2024;03;90328924;326;0,560;15,89;0,38;0,00;16,27
2024;03;90328924;417;1,140;90,32;10,87;0,00;101,19
2024;03;90328924;427;3225,070;37460,03;1382,27;81,57;38923,87
2024;03;90328924;438;2754,840;34422,96;1270,19;74,96;35768,11
2024;03;90328925;203;37261,300;1366978,67;25994,85;3573,48;1396547,00
2024;03;90328925;212;31,110;7276,05;123,21;16,83;7416,09
2024;03;90328925;218;30,812;1871,59;33,48;1,91;1906,98
2024;03;90328925;309;2,020;489,44;2,15;4,92;496,51
2024;03;90328925;310;3580,150;89398,29;15648,24;597,24;105643,77
2024;03;90328925;315;94,950;4804,99;23,12;7,24;4835,35
2024;03;90328925;326;12,210;211,90;168,57;0,73;381,20
2024;03;90328925;405;9,320;1561,97;15,94;2,37;1580,28
2024;03;90328925;410;461,760;9489,71;400,81;16,43;9906,95
2024;03;90328925;412;3,730;363,65;8,74;0,82;373,21
2024;03;90328925;414;1780,730;218846,65;2728,37;358,34;221933,36
2024;03;90328925;417;2526,480;134845,08;3045,31;688,70;138579,09
2024;03;90328925;429;6,390;5260,37;60,69;15,97;5337,03
2024;03;90328925;438;16013,870;293721,85;550,52;175,53;294447,90
2024;03;90328929;127;30,500;883,99;4,10;2,49;890,58
2024;03;90328929;141;37,520;1864,64;92,62;1,31;1958,57
2024;03;90328929;203;106374,689;2886713,23;68738,96;52826,76;3008278,95
2024;03;90328929;204;2,820;215,27;53,61;0,01;268,89
2024;03;90328929;205;3,000;1836,38;18,20;5,56;1860,14
2024;03;90328929;212;61456,740;1710803,82;15100,57;2184,40;1728088,79
2024;03;90328929;218;29351,240;1742962,83;30883,03;3079,05;1776924,91
2024;03;90328929;309;4,970;231,84;292,45;0,58;524,87
2024;03;90328929;310;1084,164;56007,88;1153,11;160,56;57321,55
2024;03;90328929;312;1280,990;14782,82;54,12;40,86;14877,80
2024;03;90328929;313;2,930;100,00;0,50;0,50;101,00
2024;03;90328929;315;24,480;997,71;39,51;0,39;1037,61
2024;03;90328929;316;8355,390;111351,12;4158,16;267,98;115777,26
2024;03;90328929;320;35359,290;1225332,46;12845,05;2854,15;1241031,66
2024;03;90328929;326;3436,730;156122,90;5531,14;374,06;162028,10
2024;03;90328929;335;98052,990;1148364,92;53085,73;2354,44;1203805,09
2024;03;90328929;405;240,660;4135,29;46,61;11,57;4193,47
2024;03;90328929;407;0,640;222,12;2,48;0,25;224,85
2024;03;90328929;409;3,000;138,26;4,94;0,14;143,34
2024;03;90328929;410;2,810;120,96;2,56;0,02;123,54
2024;03;90328929;412;19149,410;635215,52;7108,10;725,36;643048,98
2024;03;90328929;414;8245,080;172693,24;6018,89;343,02;179055,15
2024;03;90328929;417;994,598;29689,19;864,36;78,33;30631,88
2024;03;90328929;424;20,790;382,07;3,25;1,08;386,40
2024;03;90328929;425;2595,910;192042,70;4266,85;299,26;196608,81
2024;03;90328929;426;149,640;4717,80;888,43;7,47;5613,70
2024;03;90328929;427;20374,080;298374,53;6988,93;420,97;305784,43
2024;03;90328929;429;240,490;52214,98;749,71;155,99;53120,68
2024;03;90328929;438;11166,960;284935,07;8529,66;1177,55;294642,28
2024;03;90328929;442;1667,080;20056,54;259,37;10,08;20325,99
2024;03;90328929;450;31,770;1736,02;39,70;1,43;1777,15
2024;03;90328929;451;2539,230;36132,43;2024,56;83,66;38240,65
2024;03;90328981;203;5,950;81,45;2,05;0,24;83,74
2024;03;90328981;212;46,490;14947,77;345,90;87,50;15381,17
2024;03;90328981;218;8,640;567,13;16,00;5,83;588,96
2024;03;90328981;310;407,550;53610,41;3815,72;551,81;57977,94
2024;03;90328981;315;0,550;79,83;3,40;0,51;83,74
2024;03;90328981;320;53,330;12855,49;642,39;102,06;13599,94
2024;03;90328981;405;1,160;137,43;0,40;0,25;138,08
2024;03;90328981;406;121,960;1442,23;17,10;0,41;1459,74
2024;03;90328981;407;2,470;328,56;10,20;3,31;342,07
2024;03;90328981;410;0,640;161,63;6,93;1,69;170,25
2024;03;90328981;412;0,670;164,00;3,46;0,76;168,22
2024;03;90328981;417;40,670;7244,85;288,50;9,91;7543,26
2024;03;90328981;424;4,280;603,00;19,14;0,93;623,07
2024;03;90328981;427;0,410;134,16;2,62;0,38;137,16
2024;03;90328981;429;11,960;3400,78;45,12;20,15;3466,05
2024;03;90328981;430;0,090;143,97;60,00;2,04;206,01
2024;03;90328981;436;21,300;2519,82;7,40;4,64;2531,86
2024;03;90328981;438;149,518;15418,75;530,02;33,00;15981,77
2024;03;90328981;447;0,040;20,20;0,29;0,00;20,49
2024;03;90328981;451;247,970;32312,46;220,65;62,90;32596,01
2024;03;90328982;141;4,970;1564,72;36,87;8,01;1609,60
2024;03;90328982;203;1299,620;102790,79;3469,08;905,27;107165,14
2024;03;90328982;204;21,550;1175,51;108,39;17,39;1301,29
2024;03;90328982;212;84,430;25685,59;260,63;22,39;25968,61
2024;03;90328982;218;30,140;6513,63;123,85;34,51;6671,99
2024;03;90328982;309;0,530;231,95;5,56;2,32;239,83
2024;03;90328982;310;845,690;62490,83;2128,99;304,39;64924,21
2024;03;90328982;313;0,680;140,00;1,70;1,42;143,12
2024;03;90328982;315;2,020;128,73;1,69;1,40;131,82
2024;03;90328982;320;4,620;735,36;72,23;4,24;811,83
2024;03;90328982;335;840,000;169216,61;9899,28;896,26;180012,15
2024;03;90328982;406;11,390;430,08;5,77;0,25;436,10
2024;03;90328982;407;81,470;13258,61;305,54;43,50;13607,65
2024;03;90328982;410;6,540;2850,05;72,33;9,69;2932,07
2024;03;90328982;412;26,920;588,86;11,12;1,27;601,25
2024;03;90328982;414;0,340;10,32;0,04;0,03;10,39
2024;03;90328982;417;134,530;19802,35;581,81;129,94;20514,10
2024;03;90328982;419;1,300;216,06;4,87;2,14;223,07
2024;03;90328982;426;33,503;14006,23;167,91;1,76;14175,90
2024;03;90328982;429;0,100;49,99;0,54;0,15;50,68
2024;03;90328982;438;83,180;6981,53;277,63;37,20;7296,36
2024;03;90328982;440;0,750;1050,13;60,00;5,55;1115,68
2024;03;90328983;203;181,790;2932,30;195,57;5,00;3132,87
2024;03;90328983;218;14,440;29079,76;251,00;9,25;29340,01
2024;03;90328983;310;162,460;10428,39;308,19;107,37;10843,95
2024;03;90328983;405;0,170;501,82;79,21;2,91;583,94
2024;03;90328983;414;1,100;562,21;153,89;0,93;717,03
2024;03;90328983;438;0,580;963,79;10,77;3,10;977,66
2024;03;90328983;442;0,740;316,51;20,11;3,36;339,98
2024;03;90328984;203;121,530;19799,57;820,93;3,05;20623,55
2024;03;90328984;212;2766,670;220994,82;14893,62;646,80;236535,24
2024;03;90328984;218;102,810;17746,37;654,44;1,38;18402,19
2024;03;90328984;310;647,933;54221,69;9420,18;464,32;64106,19
2024;03;90328984;313;331,410;35949,47;969,33;11,75;36930,55
2024;03;90328984;315;13,540;1098,41;2,08;10,98;1111,47
2024;03;90328984;320;1905,650;442845,78;2105,07;760,29;445711,14
2024;03;90328984;333;4,840;894,10;25,01;0,24;919,35
2024;03;90328984;409;207,409;20162,23;909,63;27,88;21099,74
2024;03;90328984;410;103,920;11813,29;11,47;116,61;11941,37
2024;03;90328984;411;28,000;6447,10;718,15;71,65;7236,90
2024;03;90328984;412;10,740;666,27;747,12;7,54;1420,93
2024;03;90328984;417;291,130;56978,03;544,96;222,29;57745,28
2024;03;90328984;424;5850,000;229902,50;675,09;2305,78;232883,37
2024;03;90328984;426;730,880;74947,40;1605,11;590,80;77143,31
2024;03;90328984;430;21,102;5258,91;202,93;37,06;5498,90
2024;03;90328984;438;52,111;23780,88;437,44;35,13;24253,45
2024;03;90328984;451;1,200;462,09;5,39;4,68;472,16
2024;03;90328984;501;2,500;1663,75;138,00;18,01;1819,76
2024;03;90328989;203;66,610;26848,01;219,73;253,79;27321,53
2024;03;90328989;204;11,740;5939,13;194,23;19,42;6152,78
2024;03;90328989;212;542,660;99738,35;1625,00;677,29;102040,64
2024;03;90328989;218;65,502;17527,50;994,49;171,43;18693,42
2024;03;90328989;310;1100,410;55122,05;2037,28;109,93;57269,26
2024;03;90328989;313;29,950;24249,72;407,02;2,68;24659,42
2024;03;90328989;315;10,200;5108,65;227,13;60,57;5396,35
2024;03;90328989;319;91,720;25088,03;769,22;258,57;26115,82
2024;03;90328989;320;25,520;15285,19;1732,56;86,80;17104,55
2024;03;90328989;326;0,630;60,79;9,76;0,71;71,26
2024;03;90328989;335;33,970;1432,20;195,49;3,76;1631,45
2024;03;90328989;410;16,000;17860,08;209,18;18,07;18087,33
2024;03;90328989;412;5,500;5212,68;55,31;5,26;5273,25
2024;03;90328989;417;40,880;12685,10;205,74;53,66;12944,50
2024;03;90328989;423;12,000;4793,98;221,81;25,13;5040,92
2024;03;90328989;424;3,180;178,07;1,89;0,38;180,34
2024;03;90328989;426;53,650;37429,48;1942,14;212,79;39584,41
2024;03;90328989;427;1,780;1088,90;21,70;7,14;1117,74
2024;03;90328989;429;0,040;153,46;2,57;0,47;156,50
2024;03;90328989;430;14,365;885,84;55,16;0,19;941,19
2024;03;90328989;438;262,732;49899,50;1840,79;319,92;52060,21
2024;03;90328989;448;33,750;3109,72;499,05;36,10;3644,87
2024;03;90328989;451;2,140;65,59;0,30;0,19;66,08
2024;03;90328989;501;1,500;2680,00;23,01;27,03;2730,04
2024;03;90328990;203;242,842;19848,36;2429,66;159,49;22437,51
2024;03;90328990;204;133,090;79780,25;877,14;18,55;80675,94
2024;03;90328990;209;2,580;1860,63;18,14;11,28;1890,05
2024;03;90328990;212;1532,746;305167,55;11612,99;1547,35;318327,89
2024;03;90328990;218;375,117;49470,58;1171,60;485,01;51127,19
2024;03;90328990;309;22,560;2435,44;277,31;21,86;2734,61
2024;03;90328990;310;1134,774;68366,83;2551,11;502,67;71420,61
2024;03;90328990;313;138,930;21115,64;197,30;33,35;21346,29
2024;03;90328990;315;110,500;10639,64;1413,02;54,58;12107,24
2024;03;90328990;316;10,840;6066,12;99,61;18,41;6184,14
2024;03;90328990;319;0,680;111,07;2,76;0,57;114,40
2024;03;90328990;320;566,600;46860,59;1718,80;323,29;48902,68
2024;03;90328990;326;41,850;34135,47;183,10;147,61;34466,18
2024;03;90328990;333;210,700;27974,59;689,00;286,14;28949,73
2024;03;90328990;335;2080,710;81980,30;32086,32;1140,67;115207,29
2024;03;90328990;405;3,250;6522,09;39,52;22,44;6584,05
2024;03;90328990;409;84,020;14749,42;366,66;92,38;15208,46
2024;03;90328990;410;45,440;11231,71;618,03;117,25;11966,99
2024;03;90328990;411;21,870;24900,96;112,50;227,40;25240,86
2024;03;90328990;412;74,890;18055,92;479,45;136,90;18672,27
2024;03;90328990;414;50,761;7663,43;304,91;39,71;8008,05
2024;03;90328990;417;1493,790;289307,07;3794,75;2822,31;295924,13
2024;03;90328990;423;7,420;4115,85;235,84;23,46;4375,15
2024;03;90328990;424;473,900;83785,48;673,75;825,01;85284,24
2024;03;90328990;426;107,765;20466,54;601,77;89,17;21157,48
2024;03;90328990;427;1295,140;20513,02;407,44;208,48;21128,94
2024;03;90328990;429;1591,740;142190,25;3615,04;1003,44;146808,73
2024;03;90328990;430;2,980;3335,07;82,56;17,08;3434,71
2024;03;90328990;436;10,570;837,63;43,21;0,22;881,06
2024;03;90328990;438;364,790;89284,91;2167,78;678,45;92131,14
2024;03;90328990;440;0,600;1148,97;10,96;0,70;1160,63
2024;03;90328990;448;12,860;1688,98;209,69;18,99;1917,66
2024;03;90328990;451;601,300;73337,05;838,55;551,28;74726,88
2024;03;90328990;501;4,560;3337,28;95,00;17,05;3449,33
2024;03;90329010;203;220,510;20200,40;240,19;118,97;20559,56
2024;03;90329010;204;2,080;10450,36;20,78;2,40;10473,54
2024;03;90329010;212;25,410;44271,06;721,61;425,49;45418,16
2024;03;90329010;218;11,500;585,27;5,78;5,87;596,92
2024;03;90329010;310;192,920;48237,47;1488,25;146,80;49872,52
2024;03;90329010;313;0,280;831,77;8,48;8,40;848,65
2024;03;90329010;316;1,750;210,36;2,53;2,13;215,02
2024;03;90329010;320;5,260;1838,03;148,07;15,14;2001,24
2024;03;90329010;326;3,440;4042,06;103,06;5,50;4150,62
2024;03;90329010;335;2,340;2755,77;76,08;28,32;2860,17
2024;03;90329010;411;0,510;3167,62;117,25;32,85;3317,72
2024;03;90329010;423;2,000;2767,04;128,02;14,50;2909,56
2024;03;90329010;430;36,270;184868,90;215,40;58,50;185142,80
2024;03;90329010;438;40,350;2398,87;40,14;12,53;2451,54
2024;03;90329091;204;0,060;327,40;7,87;0,03;335,30
2024;03;90329091;212;9,970;289,98;67,81;0,49;358,28
2024;03;90329091;309;2,010;49,18;1,09;0,01;50,28
2024;03;90329091;310;384,500;7430,45;233,19;76,44;7740,08
2024;03;90329091;320;0,650;131,04;4,96;1,23;137,23
2024;03;90329091;335;385,430;5273,33;581,03;58,55;5912,91
2024;03;90329091;410;4,700;1380,00;72,40;13,82;1466,22
2024;03;90329091;412;4067,570;113938,04;1383,97;573,45;115895,46
2024;03;90329091;417;1,010;296,23;12,57;2,05;310,85
2024;03;90329091;429;1,700;179,32;3,17;0,55;183,04
2024;03;90329091;438;219,100;11566,14;109,85;17,49;11693,48
2024;03;90329091;451;484,690;4910,79;538,76;54,49;5504,04
2024;03;90329099;141;9,580;5517,28;41,89;55,53;5614,70
2024;03;90329099;203;2284,430;118699,36;2652,27;637,44;121989,07
2024;03;90329099;204;5,570;197,70;15,69;1,50;214,89
2024;03;90329099;212;2577,370;218415,47;3246,90;1996,88;223659,25
2024;03;90329099;218;198,640;27191,31;530,03;156,43;27877,77
2024;03;90329099;309;8,030;761,26;71,70;7,97;840,93
2024;03;90329099;310;2220,560;58782,14;2614,81;399,43;61796,38
2024;03;90329099;312;9,840;436,59;10,07;0,11;446,77
2024;03;90329099;313;31,100;1853,13;92,05;14,88;1960,06
2024;03;90329099;315;7,300;4475,60;35,56;27,07;4538,23
2024;03;90329099;316;322,330;4304,80;157,74;10,36;4472,90
2024;03;90329099;319;65,440;15263,24;467,98;157,31;15888,53
2024;03;90329099;320;2007,600;93690,48;1386,79;204,96;95282,23
2024;03;90329099;335;415,080;6918,64;344,05;36,35;7299,04
2024;03;90329099;337;6,030;218,70;81,71;0,11;300,52
2024;03;90329099;405;0,800;94159,66;418,72;136,08;94714,46
2024;03;90329099;406;1074,260;12743,21;60,44;35,11;12838,76
2024;03;90329099;407;19,130;1030,12;23,55;0,53;1054,20
2024;03;90329099;409;6,170;146,50;16,67;1,63;164,80
2024;03;90329099;410;11,230;553,54;12,83;0,14;566,51
2024;03;90329099;412;1,920;194,73;4,99;1,03;200,75
2024;03;90329099;414;10,540;706,00;35,10;0,48;741,58
2024;03;90329099;417;503,420;28886,96;260,47;273,41;29420,84
2024;03;90329099;424;563,440;27387,45;1661,13;278,21;29326,79
2024;03;90329099;426;6,930;6295,13;256,93;65,52;6617,58
2024;03;90329099;427;629,310;8601,87;81,15;4,33;8687,35
2024;03;90329099;429;2,830;3726,27;27,94;35,86;3790,07
2024;03;90329099;438;2339,470;51430,49;1529,77;155,65;53115,91
2024;03;90329099;451;2623,350;82347,05;871,95;85,20;83304,20
2024;03;90330000;204;14,210;1656,62;123,00;17,80;1797,42
2024;03;90330000;212;285,580;51764,19;1485,18;519,96;53769,33
2024;03;90330000;218;8,700;1116,92;31,26;7,46;1155,64
2024;03;90330000;310;48,060;3751,13;495,07;23,48;4269,68
2024;03;90330000;313;205,970;21335,76;1895,22;186,77;23417,75
2024;03;90330000;320;0,500;147,39;5,04;1,52;153,95
2024;03;90330000;333;36,810;35720,70;1276,02;369,97;37366,69
2024;03;90330000;410;0,470;37,35;1,04;2,61;41,00
2024;03;90330000;423;6,530;633,23;78,66;0,86;712,75
2024;03;90330000;426;72,910;19321,57;481,46;198,05;20001,08
2024;03;90330000;429;0,470;477,47;2,51;1,63;481,61
2024;03;90330000;438;13,130;1858,32;190,95;30,61;2079,88
2024;03;91011100;430;2,030;24196,00;113,72;120,98;24430,70
2024;03;91012100;430;5,832;128379,42;930,92;230,65;129540,99
2024;03;91021110;310;5225,724;343755,50;2109,03;1274,95;347139,48
2024;03;91021110;320;58,400;30753,70;1124,97;127,53;32006,20
2024;03;91021110;430;47,530;59988,31;563,91;259,08;60811,30
2024;03;91021190;310;16124,233;47392,32;2964,98;433,56;50790,86
2024;03;91021190;430;271,380;110910,38;2259,26;113,17;113282,81
2024;03;91021210;310;1181,206;38056,76;231,92;139,33;38428,01
2024;03;91021210;320;79,472;5901,00;26,74;29,64;5957,38
2024;03;91021210;335;40,776;3216,00;22,64;16,19;3254,83
2024;03;91021220;310;826,023;41872,75;234,21;211,05;42318,01
2024;03;91021220;335;182,843;13634,50;64,25;68,50;13767,25
2024;03;91021290;310;1248,070;1890,65;228,69;21,20;2140,54
2024;03;91021900;310;513,532;46633,47;5450,42;269,41;52353,30
2024;03;91021900;335;171,221;12883,00;65,63;64,74;13013,37
2024;03;91022100;310;2000,000;21235,20;1320,07;112,78;22668,05
2024;03;91022100;320;15,600;9064,54;331,58;37,58;9433,70
2024;03;91022100;430;63,086;646386,17;6036,58;1094,74;653517,49
2024;03;91022900;430;0,400;23838,00;119,19;119,19;24076,38
2024;03;91031000;310;1348,310;4472,70;247,70;14,39;4734,79
2024;03;91040000;310;2,500;510,48;18,84;0,66;529,98
2024;03;91040000;312;1,780;83,16;35,48;0,03;118,67
2024;03;91040000;326;2867,560;128911,20;4612,80;312,00;133836,00
2024;03;91040000;337;894,540;40230,72;1435,89;97,37;41763,98
2024;03;91051100;310;5418,790;21643,53;1672,31;150,42;23466,26
2024;03;91051900;310;153,420;750,00;19,67;7,70;777,37
2024;03;91052100;310;10162,430;16373,72;2603,47;153,97;19131,16
2024;03;91052900;320;2,000;20,15;32,73;0,53;53,41
2024;03;91059100;310;0,390;344,50;1,85;0,59;346,94
2024;03;91059900;310;15,000;210,00;75,00;2,85;287,85
2024;03;91061000;218;9,320;10655,00;100,00;50,00;10805,00
2024;03;91061000;310;2659,680;105024,22;4831,09;268,01;110123,32
2024;03;91061000;504;15,510;2054,33;264,35;23,19;2341,87
2024;03;91069000;212;0,250;14,00;2,68;0,07;16,75
2024;03;91069000;310;301,568;9175,10;46,89;18,70;9240,69
2024;03;91069000;410;2,320;492,25;21,55;0,10;513,90
2024;03;91069000;417;12,790;1175,63;136,10;13,13;1324,86
2024;03;91069000;426;200,520;4330,90;36,20;21,84;4388,94
2024;03;91069000;451;0,516;409,71;17,93;4,28;431,92
2024;03;91070010;218;0,880;100,62;2,23;0,08;102,93
2024;03;91070010;310;30920,690;270814,51;14623,65;837,85;286276,01
2024;03;91070010;316;5,550;293,31;31,22;3,25;327,78
2024;03;91070010;417;51,200;11230,75;60,30;44,89;11335,94
2024;03;91070010;438;48,610;1867,73;39,38;19,05;1926,16
2024;03;91070090;218;0,050;6,68;0,13;0,00;6,81
2024;03;91070090;310;14050,360;370196,35;6953,54;1595,54;378745,43
2024;03;91070090;326;144,210;4662,36;51,27;17,50;4731,13
2024;03;91070090;412;1,570;52,28;1,00;0,53;53,81
2024;03;91070090;417;19,950;2191,56;101,71;9,19;2302,46
2024;03;91070090;438;2,820;134,66;5,94;0,99;141,59
2024;03;91081110;335;0,103;72,29;6,15;0,78;79,22
2024;03;91081110;430;0,418;306,09;26,02;3,31;335,42
2024;03;91089000;430;0,400;1382,70;17,57;14,00;1414,27
2024;03;91118000;310;3,200;200,00;0,62;0,70;201,32
2024;03;91118000;313;0,100;50,00;1,13;0,19;51,32
2024;03;91119090;310;0,070;296,14;4,77;3,01;303,92
2024;03;91119090;335;0,080;288,10;4,01;2,93;295,04
2024;03;91132000;310;4,150;775,62;63,87;1,66;841,15
2024;03;91139000;309;0,070;9,61;0,58;0,01;10,20
2024;03;91139000;310;323,510;8524,37;115,16;69,49;8709,02
2024;03;91139000;335;0,050;33,88;2,88;0,37;37,13
2024;03;91139000;337;0,070;31,20;1,07;0,04;32,31
2024;03;91139000;430;0,080;285,37;3,63;2,89;291,89
2024;03;91143000;128;0,050;158,54;2,01;1,61;162,16
2024;03;91143000;310;0,200;696,45;8,85;7,06;712,36
2024;03;91143000;335;0,180;938,65;13,97;9,53;962,15
2024;03;91143000;430;0,240;1610,27;24,49;16,35;1651,11
2024;03;91149000;309;0,080;110,44;1,51;1,11;113,06
